ED013,大鳥居,8401
D014,大鳥居 → 穴守稲荷,8401
ED014,穴守稲荷,8401
D015,穴守稲荷 → 天空橋,8401
ED015,天空橋,8401
D016,天空橋 → 羽田空港第３ターミナル,8401
ED016,羽田空港第３ターミナル,8401
D017,羽田空港第３ターミナル → 羽田空港第１・第２ターミナル,8401
ED017,羽田空港第１・第２ターミナル,8401
D018,京急蒲田 → 雑色,8201
ED018,雑色,8201
D019,雑色 → 六郷土手,8201
ED019,六郷土手,8201
D020,六郷土手 → 京急川崎,8201
ED020,京急川崎,8201
SD020,京急川崎,8501
D021,京急川崎 → 港町,8501
ED021,港町,8501
D022,港町 → 鈴木町,8501
ED022,鈴木町,8501
D023,鈴木町 → 川崎大師,8501
ED023,川崎大師,8501
D024,川崎大師 → 東門前,8501
ED024,東門前,8501
D025,東門前 → 大師橋,8501
ED025,大師橋,8501
D026,大師橋 → 小島新田,8501
ED026,小島新田,8501
D027,京急川崎 → 八丁畷,8201
ED027,八丁畷,8201
D028,八丁畷 → 鶴見市場,8201
ED028,鶴見市場,8201
D029,鶴見市場 → 京急鶴見,8201
ED029,京急鶴見,8201
D030,京急鶴見 → 花月総持寺,8201
ED030,花月総持寺,8201
D031,花月総持寺 → 生麦,8201
ED031,生麦,8201
D032,生麦 → 京急新子安,8201
ED032,京急新子安,8201
D033,京急新子安 → 子安,8201
ED033,子安,8201
D034,子安 → 神奈川新町,8201
ED034,神奈川新町,8201
D035,神奈川新町 → 京急東神奈川,8201
ED035,京急東神奈川,8201
D036,京急東神奈川 → 神奈川,8201
ED036,神奈川,8201
D037,神奈川 → 横浜,8201
ED037,横浜,8201
D038,横浜 → 戸部,8201
ED038,戸部,8201
D039,戸部 → 日ノ出町,8201
ED039,日ノ出町,8201
D040,日ノ出町 → 黄金町,8201
ED040,黄金町,8201
D041,黄金町 → 南太田,8201
ED041,南太田,8201
D042,南太田 → 井土ヶ谷,8201
ED042,井土ヶ谷,8201
D043,井土ヶ谷 → 弘明寺,8201
ED043,弘明寺,8201
D044,弘明寺 → 上大岡,8201
ED044,上大岡,8201
D045,上大岡 → 屏風浦,8201
ED045,屏風浦,8201
D046,屏風浦 → 杉田,8201
ED046,杉田,8201
D047,杉田 → 京急富岡,8201
ED047,京急富岡,8201
D048,京急富岡 → 能見台,8201
ED048,能見台,8201
D049,能見台 → 金沢文庫,8201
ED049,金沢文庫,8201
D050,金沢文庫 → 金沢八景,8201
N050,金沢文庫 → 金沢八景,8201
ED050,金沢八景,8201
D051,金沢八景 → 六浦,8601
ED051,六浦,8601
D052,六浦 → 神武寺,8601
ED052,神武寺,8601
D053,神武寺 → 逗子・葉山,8601
ED053,逗子・葉山,8601
